"","name","partito","s_office","e_office"
"633","RAVETTO LAURA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-19.11.2020)","20180327","20201119"
"634","RAVETTO LAURA","LEGA - SALVINI PREMIER (19.11.2020)","20201119",NA
"635","RIBOLLA ALBERTO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"636","RICCIARDI RICCARDO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"637","RIPANI ELISABETTA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.05.2021)","20180327","20210527"
"638","RIPANI ELISABETTA","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"639","RIXI EDOARDO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"640","RIZZETTO WALTER","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
"641","RIZZO GIANLUCA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"642","RIZZO NERVO LUCA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"643","RIZZONE MARCO","MOVIMENTO 5 STELLE (27.03.2018-21.09.2020)","20180327","20200921"
"644","RIZZONE MARCO","MISTO (21.09.2020-27.05.2021)","20200921","20210527"
"645","RIZZONE MARCO","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"646","ROMANIELLO CRISTIAN","MOVIMENTO 5 STELLE (27.03.2018-02.03.2021)","20180327","20210302"
"647","ROMANIELLO CRISTIAN","MISTO (02.03.2021)","20210302",NA
"648","ROMANO ANDREA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"649","ROMANO PAOLO NICOLO'","MOVIMENTO 5 STELLE (27.03.2018-20.10.2020)","20180327","20201020"
"650","ROMANO PAOLO NICOLO'","MISTO (20.10.2020)","20201020",NA
"651","ROSATO ETTORE","PARTITO DEMOCRATICO (27.03.2018-19.09.2019)","20180327","20190919"
"652","ROSATO ETTORE","ITALIA VIVA (19.09.2019)","20190919",NA
"653","ROSPI GIANLUCA","MOVIMENTO 5 STELLE (27.03.2018-03.01.2020)","20180327","20200103"
"654","ROSPI GIANLUCA","MISTO (03.01.2020-27.05.2021)","20200103","20210527"
"655","ROSPI GIANLUCA","CORAGGIO ITALIA (27.05.2021-18.11.2021)","20210527","20211118"
"656","ROSPI GIANLUCA","FORZA ITALIA - BERLUSCONI PRESIDENTE (18.11.2021)","20211118",NA
"657","ROSSELLO CRISTINA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"658","ROSSI ANDREA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"659","ROSSINI EMANUELA","MISTO (27.03.2018)","20180327",NA
"660","ROSSINI ROBERTO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"661","ROSSO ROBERTO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"662","ROSTAN MICHELA","ITALIA VIVA (19.02.2020-02.02.2021)","20200219","20210202"
"663","ROSTAN MICHELA","MISTO (27.03.2018-10.04.2018)","20180327","20180410"
"664","ROSTAN MICHELA","LIBERI E UGUALI (10.04.2018-19.02.2020)","20180410","20200219"
"665","ROSTAN MICHELA","MISTO (02.02.2021)","20210202",NA
"666","ROTELLI MAURO","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
"667","ROTONDI GIANFRANCO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"668","ROTTA ALESSIA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"669","RUFFINO DANIELA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-15.02.2021)","20180327","20210215"
"670","RUFFINO DANIELA","MISTO (15.02.2021-27.05.2021)","20210215","20210527"
"671","RUFFINO DANIELA","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"672","RUGGIERI ANDREA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"673","RUGGIERO FRANCESCA ANNA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"674","RUOCCO CARLA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"675","RUSSO GIOVANNI","MISTO (19.02.2021-22.07.2021)","20210219","20210722"
"676","RUSSO GIOVANNI","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"677","RUSSO GIOVANNI","FRATELLI D'ITALIA (22.07.2021)","20210722",NA
"678","RUSSO PAOLO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"679","SACCANI GLORIA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"680","SAITTA EUGENIO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"681","SALAFIA ANGELA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"682","SALTAMARTINI BARBARA","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"683","SANGA GIOVANNI","PARTITO DEMOCRATICO (21.01.2021-13.04.2021)","20210121","20210413"
"684","SANGREGORIO EUGENIO","MISTO (27.03.2018)","20180327",NA
"685","SANI LUCA","PARTITO DEMOCRATICO (30.09.2020)","20200930",NA
"686","SANTELLI JOLE","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-31.03.2020)","20180327","20200331"
"687","SAPIA FRANCESCO","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"688","SAPIA FRANCESCO","MISTO (19.02.2021)","20210219",NA
"689","SARLI DORIANA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"690","SARLI DORIANA","MISTO (19.02.2021)","20210219",NA
"691","SARRO CARLO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"692","SARTI GIULIA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"693","SASSO ROSSANO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"694","SAVINO ELVIRA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"695","SAVINO SANDRA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"696","SCAGLIUSI EMANUELE","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"697","SCALFAROTTO IVAN","PARTITO DEMOCRATICO (27.03.2018-19.09.2019)","20180327","20190919"
"698","SCALFAROTTO IVAN","ITALIA VIVA (19.09.2019)","20190919",NA
"699","SCANU LUCIA","MOVIMENTO 5 STELLE (27.03.2018-24.12.2021)","20180327","20211224"
"700","SCANU LUCIA","MISTO (24.12.2021-12.01.2022)","20211224","20220112"
"701","SCANU LUCIA","CORAGGIO ITALIA (12.01.2022)","20220112",NA
"702","SCERRA FILIPPO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"703","SCHIRO' ANGELA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"704","SCHULLIAN MANFRED","MISTO (27.03.2018)","20180327",NA
"705","SCOMA FRANCESCO","ITALIA VIVA (15.05.2020-23.09.2021)","20200515","20210923"
"706","SCOMA FRANCESCO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-15.05.2020)","20180327","20200515"
"707","SCOMA FRANCESCO","LEGA - SALVINI PREMIER (23.09.2021)","20210923",NA
"708","SCUTELLA' ELISA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"709","SEGNANA STEFANIA","LEGA - SALVINI PREMIER (27.03.2018-09.01.2019)","20180327","20190109"
"710","SEGNERI ENRICA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"711","SENSI FILIPPO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"712","SERRACCHIANI DEBORA","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"713","SERRITELLA DAVIDE","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"714","SESSA MARIA ROSA","FORZA ITALIA - BERLUSCONI PRESIDENTE (25.01.2022)","20220125",NA
"715","SGARBI VITTORIO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-04.10.2018)","20180327","20181004"
"716","SGARBI VITTORIO","MISTO (04.10.2018)","20181004",NA
"717","SIANI PAOLO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"718","SIBILIA CARLO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"719","SIBILIA COSIMO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.05.2021)","20180327","20210527"
"720","SIBILIA COSIMO","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"721","SILLI GIORGIO","MISTO (06.05.2019-27.05.2021)","20190506","20210527"
"722","SILLI GIORGIO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-06.05.2019)","20180327","20190506"
"723","SILLI GIORGIO","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"724","SILVESTRI FRANCESCO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"725","SILVESTRI RACHELE","MISTO (09.01.2020-19.03.2021)","20200109","20210319"
"726","SILVESTRI RACHELE","MOVIMENTO 5 STELLE (27.03.2018-09.01.2020)","20180327","20200109"
"727","SILVESTRI RACHELE","FRATELLI D'ITALIA (19.03.2021)","20210319",NA
"728","SILVESTRONI MARCO","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
"729","SIRACUSANO MATILDE","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"730","SIRAGUSA ELISA","MOVIMENTO 5 STELLE (27.03.2018-23.11.2020)","20180327","20201123"
"731","SIRAGUSA ELISA","MISTO (23.11.2020)","20201123",NA
"732","SISTO FRANCESCO PAOLO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"733","SNIDER SILVANA","LEGA - SALVINI PREMIER (17.02.2021)","20210217",NA
"734","SODANO MICHELE","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"735","SODANO MICHELE","MISTO (19.02.2021)","20210219",NA
"736","SORTE ALESSANDRO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-09.09.2019)","20180327","20190909"
"737","SORTE ALESSANDRO","MISTO (09.09.2019-30.11.2021)","20190909","20211130"
"738","SORTE ALESSANDRO","FORZA ITALIA - BERLUSCONI PRESIDENTE (30.11.2021)","20211130",NA
"739","SOVERINI SERSE","MISTO (27.03.2018-23.09.2019)","20180327","20190923"
"740","SOVERINI SERSE","PARTITO DEMOCRATICO (23.09.2019)","20190923",NA
"741","SOZZANI DIEGO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"742","SPADAFORA VINCENZO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"743","SPADONI MARIA EDERA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"744","SPENA MARIA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"745","SPERANZA ROBERTO","MISTO (27.03.2018-10.04.2018)","20180327","20180410"
"746","SPERANZA ROBERTO","LIBERI E UGUALI (10.04.2018)","20180410",NA
"747","SPESSOTTO ARIANNA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"748","SPESSOTTO ARIANNA","MISTO (19.02.2021)","20210219",NA
"749","SPORTIELLO GILDA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"750","SQUERI LUCA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"751","STEFANI ALBERTO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"752","STUMPO NICOLA","MISTO (27.03.2018-10.04.2018)","20180327","20180410"
"753","STUMPO NICOLA","LIBERI E UGUALI (10.04.2018)","20180410",NA
"754","SURIANO SIMONA","MOVIMENTO 5 STELLE (27.03.2018-02.03.2021)","20180327","20210302"
"755","SURIANO SIMONA","MISTO (02.03.2021)","20210302",NA
"756","SUT LUCA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"757","SUTTO MAURO","LEGA - SALVINI PREMIER (01.06.2019)","20190601",NA
"758","TABACCI BRUNO","MISTO (27.03.2018)","20180327",NA
"759","TARANTINO LEONARDO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"760","TARTAGLIONE ANNAELSA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"761","TASSO ANTONIO","MISTO (27.03.2018)","20180327",NA
"762","TATEO ANNA RITA","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"763","TERMINI GUIA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"764","TERMINI GUIA","MISTO (19.02.2021)","20210219",NA
"765","TERZI CLAUDIA MARIA","LEGA - SALVINI PREMIER (27.03.2018-27.06.2018)","20180327","20180627"
"766","TERZONI PATRIZIA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"767","TESTAMENTO ROSA ALBA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"768","TESTAMENTO ROSA ALBA","MISTO (19.02.2021)","20210219",NA
"769","TIMBRO MARIA FLAVIA","LIBERI E UGUALI (10.06.2021)","20210610",NA
"770","TIRAMANI PAOLO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"771","TOCCAFONDI GABRIELE","MISTO (27.03.2018-19.09.2019)","20180327","20190919"
"772","TOCCAFONDI GABRIELE","ITALIA VIVA (19.09.2019)","20190919",NA
"773","TOCCALINI LUCA","LEGA - SALVINI PREMIER (26.07.2018)","20180726",NA
"774","TOFALO ANGELO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"775","TOMASI MAURA","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"776","TOMBOLATO GIOVANNI BATTISTA","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"777","TONDO RENZO","MISTO (27.03.2018)","20180327",NA
"778","TONELLI GIANNI","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"779","TOPO RAFFAELE","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"780","TORROMINO SERGIO","FORZA ITALIA - BERLUSCONI PRESIDENTE (08.05.2020)","20200508",NA
"781","TORTO DANIELA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"782","TRANCASSINI PAOLO","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
"783","TRANO RAFFAELE","MOVIMENTO 5 STELLE (27.03.2018-18.03.2020)","20180327","20200318"
"784","TRANO RAFFAELE","MISTO (18.03.2020)","20200318",NA
"785","TRAVERSI ROBERTO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"786","TRIPIEDI DAVIDE","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"787","TRIPODI ELISA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"788","TRIPODI MARIA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"789","TRIZZINO GIORGIO","MOVIMENTO 5 STELLE (27.03.2018-24.03.2021)","20180327","20210324"
"790","TRIZZINO GIORGIO","MISTO (24.03.2021)","20210324",NA
"791","TROIANO FRANCESCA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"792","TUCCI RICCARDO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"793","TURRI ROBERTO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"794","TUZI MANUEL","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"795","UNGARO MASSIMO","PARTITO DEMOCRATICO (27.03.2018-19.09.2019)","20180327","20190919"
"796","UNGARO MASSIMO","ITALIA VIVA (19.09.2019)","20190919",NA
"797","VACCA GIANLUCA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"798","VALBUSA VANIA","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"799","VALENTE SIMONE","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"800","VALENTINI VALENTINO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"801","VALLASCAS ANDREA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"802","VALLASCAS ANDREA","MISTO (19.02.2021)","20210219",NA
"803","VALLOTTO SERGIO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"804","VARCHI MARIA CAROLINA","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
"805","VARRICA ADRIANO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"806","VAZIO FRANCO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"807","VERINI WALTER","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"808","VERSACE GIUSEPPINA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"809","VIANELLO GIOVANNI","MOVIMENTO 5 STELLE (27.03.2018-15.09.2021)","20180327","20210915"
"810","VIANELLO GIOVANNI","MISTO (15.09.2021)","20210915",NA
"811","VIETINA SIMONA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.05.2021)","20180327","20210527"
"812","VIETINA SIMONA","CORAGGIO ITALIA (27.05.2021)","20210527",NA
"813","VIGNAROLI STEFANO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"814","VILLANI VIRGINIA","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"815","VILLAROSA ALESSIO MATTIA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"816","VILLAROSA ALESSIO MATTIA","MISTO (19.02.2021)","20210219",NA
"817","VINCI GIANLUCA","LEGA - SALVINI PREMIER (27.03.2018-19.02.2021)","20180327","20210219"
"818","VINCI GIANLUCA","FRATELLI D'ITALIA (19.02.2021)","20210219",NA
"819","VISCOMI ANTONIO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"820","VITIELLO CATELLO","MISTO (27.03.2018-17.10.2019)","20180327","20191017"
"821","VITIELLO CATELLO","ITALIA VIVA (17.10.2019)","20191017",NA
"822","VITO ELIO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"823","VIVIANI LORENZO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"824","VIZZINI GLORIA","MOVIMENTO 5 STELLE (27.03.2018-01.07.2019)","20180327","20190701"
"825","VIZZINI GLORIA","MISTO (01.07.2019)","20190701",NA
"826","VOLPI LEDA","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)","20180327","20210219"
"827","VOLPI LEDA","MISTO (19.02.2021)","20210219",NA
"828","VOLPI RAFFAELE","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"829","ZAN ALESSANDRO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"830","ZANELLA FEDERICA","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-19.11.2020)","20180327","20201119"
"831","ZANELLA FEDERICA","LEGA - SALVINI PREMIER (19.11.2020)","20201119",NA
"832","ZANETTIN PIERANTONIO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"833","ZANGRILLO PAOLO","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018)","20180327",NA
"834","ZANICHELLI DAVIDE","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"835","ZANOTELLI GIULIA","LEGA - SALVINI PREMIER (27.03.2018-09.01.2019)","20180327","20190109"
"836","ZARDINI DIEGO","PARTITO DEMOCRATICO (27.03.2018)","20180327",NA
"837","ZENNARO ANTONIO","MOVIMENTO 5 STELLE (27.03.2018-23.04.2020)","20180327","20200423"
"838","ZENNARO ANTONIO","MISTO (23.04.2020-18.01.2021)","20200423","20210118"
"839","ZENNARO ANTONIO","LEGA - SALVINI PREMIER (18.01.2021)","20210118",NA
"840","ZICCHIERI FRANCESCO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"841","ZIELLO EDOARDO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"842","ZOFFILI EUGENIO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"843","ZOLEZZI ALBERTO","MOVIMENTO 5 STELLE (27.03.2018)","20180327",NA
"844","ZORDAN ADOLFO","LEGA - SALVINI PREMIER (27.03.2018)","20180327",NA
"845","ZUCCONI RICCARDO","FRATELLI D'ITALIA (27.03.2018)","20180327",NA
